NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	NA
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	45
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	47
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	49
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	NA	42
NA	NA	49	45
NA	NA	49	45
NA	NA	49	45
NA	NA	49	45
NA	NA	49	45
NA	NA	49	45
NA	NA	49	45
NA	NA	49	45
NA	NA	54	45
NA	NA	54	45
NA	NA	54	45
NA	NA	54	45
NA	NA	54	39
NA	NA	54	39
NA	NA	54	39
NA	NA	54	39
NA	NA	54	44
NA	NA	54	44
NA	NA	54	44
NA	NA	54	44
NA	NA	54	44
NA	NA	54	44
NA	NA	54	44
NA	NA	54	44
NA	NA	52	37
NA	NA	52	37
NA	NA	52	37
NA	NA	52	37
NA	NA	52	44
NA	NA	52	44
NA	NA	52	44
NA	NA	52	44
NA	NA	52	49
NA	NA	52	49
NA	NA	52	49
NA	NA	52	49
NA	NA	52	47
NA	NA	52	47
NA	NA	52	47
NA	NA	52	47
NA	NA	54	45
NA	NA	54	45
NA	NA	54	45
NA	NA	54	45
NA	NA	54	42
NA	NA	54	42
NA	NA	54	42
NA	NA	54	42
NA	NA	54	50
NA	NA	54	50
NA	NA	54	50
NA	NA	54	50
NA	NA	54	49
NA	NA	54	49
NA	NA	54	49
NA	NA	54	49
NA	NA	56	47
NA	NA	56	47
NA	NA	56	47
NA	NA	56	47
NA	NA	56	44
NA	NA	56	44
NA	NA	56	44
NA	NA	56	44
NA	NA	56	41
NA	NA	56	41
NA	NA	56	41
NA	NA	56	41
NA	NA	56	42
NA	NA	56	42
NA	NA	56	44
NA	NA	56	44
NA	NA	49	45
NA	NA	49	45
NA	NA	49	45
NA	NA	49	45
NA	NA	49	42
NA	NA	49	42
NA	NA	49	42
NA	NA	49	42
NA	54	54	40
NA	54	54	40
NA	54	54	40
NA	54	54	40
NA	54	54	38
NA	54	54	38
NA	54	54	38
NA	54	54	38
NA	61	54	37
NA	61	54	37
NA	61	54	37
NA	61	54	37
NA	61	54	35
NA	61	54	35
NA	61	54	35
NA	61	54	35
NA	61	53	37
NA	61	53	37
NA	61	53	37
NA	61	53	37
NA	59	53	37
NA	59	53	37
NA	59	53	37
NA	59	53	37
NA	57	54	30
NA	57	54	30
NA	57	54	30
NA	57	54	30
NA	57	49	30
NA	57	49	30
NA	57	49	30
NA	57	49	30
NA	57	50	30
NA	57	50	30
NA	57	50	30
NA	57	50	30
NA	57	50	42
NA	57	50	42
NA	57	50	42
NA	57	50	42
NA	59	50	44
NA	59	50	44
NA	59	50	44
NA	59	50	44
NA	59	47	44
NA	59	47	44
NA	59	47	44
NA	59	47	44
NA	59	52	44
NA	59	52	44
NA	59	52	44
NA	59	52	44
NA	59	52	42
NA	59	52	42
NA	59	52	44
NA	59	52	44
NA	61	52	45
NA	61	52	45
NA	61	52	45
NA	61	52	45
NA	61	49	45
NA	61	49	45
NA	61	49	45
NA	61	49	45
NA	61	54	46
NA	61	54	46
NA	61	54	46
NA	61	54	46
NA	61	52	46
NA	61	52	46
NA	61	52	46
NA	61	52	46
NA	54	52	47
NA	54	52	47
NA	54	52	47
NA	54	52	47
NA	54	50	47
NA	54	50	47
NA	54	50	47
NA	54	50	47
61	54	49	47
61	54	49	47
61	54	49	47
61	54	49	47
61	54	49	46
61	54	49	46
61	54	49	44
61	54	49	44
66	54	49	46
66	54	49	46
66	54	49	46
66	54	49	46
66	54	51	46
66	54	51	46
66	54	52	46
66	54	52	46
66	56	51	48
66	56	51	48
66	56	51	48
66	56	51	48
66	56	51	48
66	56	51	48
66	56	51	48
66	56	51	48
64	56	49	49
64	56	49	49
64	56	49	49
64	56	49	49
64	52	49	49
64	52	49	49
64	52	49	49
64	52	49	49
64	57	49	NA
64	57	49	NA
64	57	49	NA
64	57	49	NA
64	57	49	NA
64	57	49	NA
64	57	49	NA
64	57	49	NA
66	57	50	NA
66	57	50	NA
66	57	50	NA
66	57	50	NA
66	54	50	NA
66	54	50	NA
66	54	50	NA
66	54	50	NA
66	59	50	NA
66	59	50	NA
66	59	50	NA
66	59	50	NA
66	59	51	NA
66	59	51	NA
66	59	51	NA
66	59	51	NA
68	59	52	NA
68	59	52	NA
68	59	52	NA
68	59	52	NA
68	56	52	NA
68	56	52	NA
68	56	52	NA
68	56	52	NA
68	61	53	NA
68	61	53	NA
68	61	53	NA
68	61	53	NA
68	59	53	NA
68	59	53	NA
68	59	53	NA
68	59	53	NA
61	59	54	NA
61	59	54	NA
61	59	54	NA
61	59	54	NA
61	57	49	NA
61	57	49	NA
61	56	49	NA
61	56	49	NA
61	57	54	42
61	57	54	42
61	57	54	42
61	57	54	42
63	57	54	42
63	57	54	42
63	57	54	42
63	57	54	42
64	56	52	37
64	56	52	37
64	56	52	37
64	56	52	37
64	54	52	37
64	54	52	37
64	56	52	37
64	56	52	37
64	57	NA	37
64	57	NA	37
64	57	NA	37
64	57	NA	37
66	57	NA	39
66	57	NA	39
66	57	NA	39
66	57	NA	39
59	57	NA	40
59	57	NA	40
59	57	NA	40
59	57	NA	40
59	55	NA	40
59	55	NA	40
59	55	NA	40
59	55	NA	40
58	55	NA	40
58	55	NA	40
58	55	NA	40
58	55	NA	40
58	54	NA	40
58	54	NA	40
58	54	NA	40
58	54	NA	40
59	54	NA	38
59	54	NA	38
59	56	NA	38
59	56	NA	38
59	57	NA	38
59	57	NA	38
59	57	NA	38
59	57	NA	38
60	57	42	38
60	57	42	38
60	57	42	38
60	57	42	38
60	56	42	38
60	56	42	38
60	54	42	38
60	54	42	38
61	52	49	37
61	52	49	37
64	52	49	37
64	52	49	37
64	54	49	37
64	54	49	37
63	54	49	37
63	54	49	37
64	56	49	37
64	56	49	37
64	56	49	37
64	56	49	37
64	56	47	37
64	56	47	37
64	56	47	37
64	56	47	37
64	54	45	42
64	54	45	42
64	54	45	42
64	54	45	42
63	54	45	42
63	54	45	42
61	54	45	42
61	54	45	42
63	54	45	42
63	54	45	42
63	54	45	42
63	54	45	42
63	56	45	42
63	56	45	42
63	57	45	42
63	57	45	42
64	56	47	40
64	56	47	40
64	56	47	40
64	56	47	40
62	54	47	42
62	54	47	42
62	54	47	42
62	54	47	42
61	52	47	43
61	52	47	43
61	52	47	43
61	52	47	43
59	52	47	43
59	52	47	43
59	52	47	43
59	52	47	43
58	52	49	43
58	52	49	43
58	52	49	43
58	52	49	43
58	54	49	37
58	54	49	37
58	55	49	37
58	55	49	37
58	54	49	42
58	54	49	42
58	54	49	42
58	54	49	42
59	54	49	40
59	54	49	40
61	54	49	40
61	54	49	40
59	54	42	39
59	54	42	39
59	54	42	39
59	54	42	39
59	56	42	39
59	56	42	39
59	58	42	39
59	58	42	39
59	59	42	38
59	59	42	38
59	59	42	38
59	59	42	38
61	59	40	38
61	59	40	38
62	59	42	38
62	59	42	38
64	59	44	38
64	59	44	38
64	59	44	38
64	59	44	38
64	58	42	38
64	58	42	38
64	59	44	38
64	59	44	38
64	61	46	37
64	61	46	37
64	61	46	37
64	61	46	37
64	61	44	37
64	61	44	37
64	61	46	37
64	61	46	37
64	54	47	35
64	54	47	35
64	54	47	35
64	54	47	35
62	54	42	35
62	54	42	35
61	54	42	35
61	54	42	35
62	54	47	NA
62	54	47	NA
62	54	47	NA
62	54	47	NA
62	56	47	35
62	56	47	35
62	56	47	35
62	56	47	35
61	57	45	42
61	57	45	42
61	57	45	42
61	57	45	42
63	57	47	42
63	57	47	42
65	57	49	42
65	57	49	42
66	57	50	42
66	57	50	42
66	57	50	42
66	57	50	42
66	57	50	44
66	57	50	44
66	57	50	45
66	57	50	45
66	56	50	47
66	56	50	47
66	56	50	47
66	56	50	47
68	56	50	47
68	56	50	47
66	56	50	47
66	56	50	47
65	56	49	47
65	56	49	47
65	56	49	47
65	56	49	47
65	56	49	46
65	56	49	46
65	56	49	44
65	56	49	44
66	54	49	46
66	54	49	46
66	54	49	46
66	54	49	46
64	54	49	42
64	54	49	42
64	54	49	42
64	54	49	42
64	54	47	47
64	54	47	47
64	54	47	47
64	54	47	47
63	54	59	47
63	54	59	47
63	54	57	47
63	54	57	47
65	61	56	47
65	61	56	47
65	61	56	47
65	61	56	47
65	61	54	47
65	61	54	47
65	61	56	47
65	61	56	47
66	61	57	45
66	61	57	45
66	61	57	45
66	61	57	45
66	61	57	47
66	61	57	47
66	61	57	47
66	61	57	47
66	61	56	49
66	61	56	49
66	61	56	49
66	61	56	49
66	61	54	49
66	61	54	49
66	61	54	49
66	61	54	49
65	61	56	37
65	61	56	37
65	61	56	37
65	61	56	37
65	59	56	37
65	59	56	37
65	59	56	37
65	59	56	37
66	59	54	42
66	59	54	42
66	59	54	42
66	59	54	42
66	57	49	42
66	57	49	42
66	56	47	42
66	56	47	42
61	57	49	42
61	57	49	42
61	57	49	42
61	57	49	42
61	57	49	40
61	57	49	40
61	57	49	40
61	57	49	40
66	NA	49	38
66	NA	49	38
66	NA	49	38
66	NA	49	38
66	NA	47	37
66	NA	47	37
66	NA	45	37
66	NA	45	37
66	54	47	38
66	54	47	38
66	54	47	38
66	54	47	38
66	54	47	38
66	54	47	38
66	54	47	38
66	54	47	38
64	61	47	37
64	61	47	37
64	61	47	37
64	61	47	37
64	61	40	37
64	61	40	37
64	61	40	37
64	61	40	37
64	61	45	37
64	61	45	37
64	61	45	37
64	61	45	37
64	59	44	37
64	59	44	37
64	59	44	37
64	59	44	37
66	57	42	38
66	57	42	38
66	57	42	38
66	57	42	38
66	57	49	45
66	57	49	45
66	57	49	45
66	57	49	45
66	57	54	50
66	57	54	50
66	57	54	50
66	57	54	50
66	57	52	49
66	57	52	49
66	57	52	49
66	57	52	49
68	59	50	47
68	59	50	47
68	59	50	47
68	59	50	47
68	59	49	45
68	59	49	45
68	59	47	45
68	59	47	45
68	59	52	44
